"Variable","Missing_Percentage"
"CNT",0
"SUBNATIO",0
"STRATUM",0
"OECD",0
"NC",0
"SCHOOLID",0
"StIDStd",0
"ST01Q01",0
"ST02Q01",0
"ST03Q01",0
"ST03Q02",0
"ST04Q01",0
"ST05Q01",0
"ST06Q01",0
"ST07Q01",0
"ST07Q02",0
"ST07Q03",0
"ST08Q01",0
"ST09Q01",0
"ST115Q01",0
"ST11Q01",0
"ST11Q02",0
"ST11Q03",0
"ST11Q04",0
"ST11Q05",0
"ST11Q06",0
"ST13Q01",0
"ST14Q01",0
"ST14Q02",0
"ST14Q03",0
"ST14Q04",0
"ST15Q01",0
"ST17Q01",0
"ST18Q01",0
"ST18Q02",0
"ST18Q03",0
"ST18Q04",0
"ST19Q01",0
"ST20Q01",0
"ST20Q02",0
"ST20Q03",0
"ST21Q01",0
"ST25Q01",0
"ST26Q01",0
"ST26Q02",0
"ST26Q03",0
"ST26Q04",0
"ST26Q05",0
"ST26Q06",0
"ST26Q07",0
"ST26Q08",0
"ST26Q09",0
"ST26Q10",0
"ST26Q11",0
"ST26Q12",0
"ST26Q13",0
"ST26Q14",0
"ST26Q15",0
"ST26Q16",0
"ST26Q17",0
"ST27Q01",0
"ST27Q02",0
"ST27Q03",0
"ST27Q04",0
"ST27Q05",0
"ST28Q01",0
"ST29Q01",0
"ST29Q02",0
"ST29Q03",0
"ST29Q04",0
"ST29Q05",0
"ST29Q06",0
"ST29Q07",0
"ST29Q08",0
"ST35Q01",0
"ST35Q02",0
"ST35Q03",0
"ST35Q04",0
"ST35Q05",0
"ST35Q06",0
"ST37Q01",0
"ST37Q02",0
"ST37Q03",0
"ST37Q04",0
"ST37Q05",0
"ST37Q06",0
"ST37Q07",0
"ST37Q08",0
"ST42Q01",0
"ST42Q02",0
"ST42Q03",0
"ST42Q04",0
"ST42Q05",0
"ST42Q06",0
"ST42Q07",0
"ST42Q08",0
"ST42Q09",0
"ST42Q10",0
"ST43Q01",0
"ST43Q02",0
"ST43Q03",0
"ST43Q04",0
"ST43Q05",0
"ST43Q06",0
"ST44Q01",0
"ST44Q03",0
"ST44Q04",0
"ST44Q05",0
"ST44Q07",0
"ST44Q08",0
"ST46Q01",0
"ST46Q02",0
"ST46Q03",0
"ST46Q04",0
"ST46Q05",0
"ST46Q06",0
"ST46Q07",0
"ST46Q08",0
"ST46Q09",0
"ST48Q01",0
"ST48Q02",0
"ST48Q03",0
"ST48Q04",0
"ST48Q05",0
"ST49Q01",0
"ST49Q02",0
"ST49Q03",0
"ST49Q04",0
"ST49Q05",0
"ST49Q06",0
"ST49Q07",0
"ST49Q09",0
"ST53Q01",0
"ST53Q02",0
"ST53Q03",0
"ST53Q04",0
"ST55Q01",0
"ST55Q02",0
"ST55Q03",0
"ST55Q04",0
"ST57Q01",0
"ST57Q02",0
"ST57Q03",0
"ST57Q04",0
"ST57Q05",0
"ST57Q06",0
"ST61Q01",0
"ST61Q02",0
"ST61Q03",0
"ST61Q04",0
"ST61Q05",0
"ST61Q06",0
"ST61Q07",0
"ST61Q08",0
"ST61Q09",0
"ST62Q01",0
"ST62Q02",0
"ST62Q03",0
"ST62Q04",0
"ST62Q06",0
"ST62Q07",0
"ST62Q08",0
"ST62Q09",0
"ST62Q10",0
"ST62Q11",0
"ST62Q12",0
"ST62Q13",0
"ST62Q15",0
"ST62Q16",0
"ST62Q17",0
"ST62Q19",0
"ST69Q01",0
"ST69Q02",0
"ST69Q03",0
"ST70Q01",0
"ST70Q02",0
"ST70Q03",0
"ST71Q01",0
"ST72Q01",0
"ST73Q01",0
"ST73Q02",0
"ST74Q01",0
"ST74Q02",0
"ST75Q01",0
"ST75Q02",0
"ST76Q01",0
"ST76Q02",0
"ST77Q01",0
"ST77Q02",0
"ST77Q04",0
"ST77Q05",0
"ST77Q06",0
"ST79Q01",0
"ST79Q02",0
"ST79Q03",0
"ST79Q04",0
"ST79Q05",0
"ST79Q06",0
"ST79Q07",0
"ST79Q08",0
"ST79Q10",0
"ST79Q11",0
"ST79Q12",0
"ST79Q15",0
"ST79Q17",0
"ST80Q01",0
"ST80Q04",0
"ST80Q05",0
"ST80Q06",0
"ST80Q07",0
"ST80Q08",0
"ST80Q09",0
"ST80Q10",0
"ST80Q11",0
"ST81Q01",0
"ST81Q02",0
"ST81Q03",0
"ST81Q04",0
"ST81Q05",0
"ST82Q01",0
"ST82Q02",0
"ST82Q03",0
"ST83Q01",0
"ST83Q02",0
"ST83Q03",0
"ST83Q04",0
"ST84Q01",0
"ST84Q02",0
"ST84Q03",0
"ST85Q01",0
"ST85Q02",0
"ST85Q03",0
"ST85Q04",0
"ST86Q01",0
"ST86Q02",0
"ST86Q03",0
"ST86Q04",0
"ST86Q05",0
"ST87Q01",0
"ST87Q02",0
"ST87Q03",0
"ST87Q04",0
"ST87Q05",0
"ST87Q06",0
"ST87Q07",0
"ST87Q08",0
"ST87Q09",0
"ST88Q01",0
"ST88Q02",0
"ST88Q03",0
"ST88Q04",0
"ST89Q02",0
"ST89Q03",0
"ST89Q04",0
"ST89Q05",0
"ST91Q01",0
"ST91Q02",0
"ST91Q03",0
"ST91Q04",0
"ST91Q05",0
"ST91Q06",0
"ST93Q01",0
"ST93Q03",0
