"Variable","Missing_Percentage"
"CNT",0
"CNTRYID",0
"CNTSCHID",0
"CNTSTUID",0
"CYC",0
"NatCen",0
"STRATUM",0
"SUBNATIO",0
"OECD",0
"ADMINMODE",0
"Option_CT",100
"Option_FL",100
"Option_ICTQ",0
"Option_WBQ",0
"Option_PQ",0
"Option_TQ",0
"Option_UH",0
"BOOKID",0
"ST001D01T",0
"ST003D02T",0
"ST003D03T",0
"ST004D01T",0
"ST250Q01JA",0.25897586815774
"ST250Q02JA",0.25897586815774
"ST250Q03JA",0.25897586815774
"ST250Q04JA",0.25897586815774
"ST250Q05JA",0.25897586815774
"ST250D06JA",0
"ST250D07JA",0
"ST251Q01JA",0.25897586815774
"ST251Q02JA",0.25897586815774
"ST251Q03JA",0.25897586815774
"ST251Q04JA",0.25897586815774
"ST251Q06JA",0.25897586815774
"ST251Q07JA",0.25897586815774
"ST251D08JA",0
"ST251D09JA",0
"ST253Q01JA",0.25897586815774
"ST254Q01JA",0.270747498528546
"ST254Q02JA",0.25897586815774
"ST254Q03JA",0.25897586815774
"ST254Q04JA",0.25897586815774
"ST254Q05JA",0.25897586815774
"ST254Q06JA",0.25897586815774
"ST255Q01JA",0.25897586815774
"ST256Q01JA",0.25897586815774
"ST256Q02JA",0.25897586815774
"ST256Q03JA",0.25897586815774
"ST256Q06JA",0.25897586815774
"ST256Q07JA",0.25897586815774
"ST256Q08JA",0.25897586815774
"ST256Q09JA",0.25897586815774
"ST256Q10JA",0.25897586815774
"ST230Q01JA",0.25897586815774
"ST005Q01JA",0.25897586815774
"ST006Q01JA",0.25897586815774
"ST006Q02JA",0.25897586815774
"ST006Q03JA",0.25897586815774
"ST006Q04JA",0.25897586815774
"ST006Q05JA",0
"ST007Q01JA",0.25897586815774
"ST008Q01JA",0.25897586815774
"ST008Q02JA",0.270747498528546
"ST008Q03JA",0.270747498528546
"ST008Q04JA",0.270747498528546
"ST008Q05JA",0
"ST258Q01JA",0.25897586815774
"ST259Q01JA",0.25897586815774
"ST259Q02JA",0.25897586815774
"ST019AQ01T",0.270747498528546
"ST019BQ01T",0.270747498528546
"ST019CQ01T",0.270747498528546
"ST021Q01TA",0.270747498528546
"ST022Q01TA",0.270747498528546
"ST226Q01JA",0.270747498528546
"ST125Q01NA",0.282519128899353
"ST126Q01TA",0.270747498528546
"ST127Q01TA",0.282519128899353
"ST127Q02TA",0.282519128899353
"ST127Q03TA",0.270747498528546
"ST260Q01JA",0.270747498528546
"ST260Q02JA",0.270747498528546
"ST260Q03JA",0.270747498528546
"ST261Q01JA",0.282519128899353
"ST261Q02JA",0.282519128899353
"ST261Q03JA",0.282519128899353
"ST261Q04JA",0.282519128899353
"ST261Q05JA",0.282519128899353
"ST261Q06JA",0.282519128899353
"ST261Q07JA",0.282519128899353
"ST261Q08JA",0.282519128899353
"ST261Q09JA",0.282519128899353
"ST261Q10JA",0.282519128899353
"ST261Q11JA",0.282519128899353
"ST062Q01TA",0.282519128899353
"ST062Q02TA",0.282519128899353
"ST062Q03TA",0.282519128899353
"ST267Q01JA",0.294290759270159
"ST267Q02JA",0.294290759270159
"ST267Q03JA",0.306062389640965
"ST267Q04JA",0.329605650382578
"ST267Q05JA",0.306062389640965
"ST267Q06JA",0.306062389640965
"ST267Q07JA",0.317834020011772
"ST267Q08JA",0.317834020011772
"ST034Q01TA",0.306062389640965
"ST034Q02TA",0.306062389640965
"ST034Q03TA",0.317834020011772
"ST034Q04TA",0.341377280753384
"ST034Q05TA",0.317834020011772
"ST034Q06TA",0.317834020011772
"ST038Q03NA",0.317834020011772
"ST038Q04NA",0.317834020011772
"ST038Q05NA",0.317834020011772
"ST038Q06NA",0.317834020011772
"ST038Q07NA",0.317834020011772
"ST038Q08NA",0.317834020011772
"ST038Q09JA",0.317834020011772
"ST038Q10JA",0.317834020011772
"ST038Q11JA",0.317834020011772
"ST265Q01JA",0.329605650382578
"ST265Q02JA",0.329605650382578
"ST265Q03JA",0.329605650382578
"ST265Q04JA",0.329605650382578
"ST266Q01JA",0.341377280753384
"ST266Q02JA",0.341377280753384
"ST266Q03JA",0.341377280753384
"ST266Q04JA",0.341377280753384
"ST266Q05JA",0.341377280753384
"ST294Q01JA",0.341377280753384
"ST294Q02JA",0.341377280753384
"ST294Q03JA",0.341377280753384
"ST294Q04JA",0.341377280753384
"ST294Q05JA",0.341377280753384
"ST295Q01JA",0.353148911124191
"ST295Q02JA",0.364920541494997
"ST295Q03JA",0.353148911124191
"ST295Q04JA",0.353148911124191
"ST295Q05JA",0.353148911124191
"ST326Q01JA",0.353148911124191
"ST326Q02JA",0.353148911124191
"ST326Q03JA",0.353148911124191
"ST326Q04JA",0.353148911124191
"ST326Q05JA",0.353148911124191
"ST326Q06JA",0.353148911124191
"ST326Q07JA",100
"ST326Q08JA",100
"ST326Q09JA",100
"ST326Q10JA",100
"ST326Q11JA",100
"ST326Q12JA",100
"ST322Q01JA",0.412007062978222
"ST322Q02JA",0.412007062978222
"ST322Q03JA",0.423778693349029
"ST322Q04JA",0.400235432607416
"ST322Q06JA",0.400235432607416
"ST322Q07JA",0.423778693349029
"ST307Q01JA",0.459093584461448
"ST307Q02JA",0.470865214832254
"ST307Q03JA",0.470865214832254
"ST307Q04JA",0.435550323719835
"ST307Q05JA",0.470865214832254
"ST307Q06JA",0.447321954090642
"ST307Q07JA",0.470865214832254
"ST307Q08JA",0.459093584461448
"ST307Q09JA",0.459093584461448
"ST307Q10JA",0.447321954090642
"ST309Q01JA",0.435550323719835
"ST309Q02JA",0.459093584461448
"ST309Q03JA",0.470865214832254
"ST309Q04JA",0.459093584461448
"ST309Q05JA",0.447321954090642
"ST309Q06JA",0.447321954090642
"ST309Q07JA",0.482636845203061
"ST309Q08JA",0.447321954090642
"ST309Q09JA",0.470865214832254
"ST309Q10JA",0.470865214832254
"ST301Q01JA",0.459093584461448
"ST301Q02JA",0.494408475573867
"ST301Q03JA",0.447321954090642
"ST301Q04JA",0.459093584461448
"ST301Q05JA",0.459093584461448
"ST301Q06JA",0.459093584461448
"ST301Q07JA",0.447321954090642
"ST301Q08JA",0.482636845203061
"ST301Q09JA",0.435550323719835
"ST301Q10JA",0.447321954090642
"ST343Q01JA",0.506180105944673
"ST343Q02JA",0.482636845203061
"ST343Q03JA",0.482636845203061
"ST343Q04JA",0.494408475573867
"ST343Q05JA",0.470865214832254
"ST343Q06JA",0.459093584461448
"ST343Q07JA",0.470865214832254
"ST343Q08JA",0.494408475573867
"ST343Q09JA",0.494408475573867
"ST343Q10JA",0.470865214832254
"ST311Q01JA",0.506180105944673
"ST311Q02JA",0.494408475573867
"ST311Q03JA",0.529723366686286
"ST311Q04JA",0.51795173631548
"ST311Q05JA",0.494408475573867
"ST311Q06JA",0.51795173631548
"ST311Q07JA",0.506180105944673
"ST311Q08JA",0.494408475573867
"ST311Q09JA",0.506180105944673
"ST311Q10JA",0.494408475573867
"ST315Q01JA",0.51795173631548
"ST315Q02JA",0.51795173631548
"ST315Q03JA",0.506180105944673
"ST315Q04JA",0.506180105944673
"ST315Q05JA",0.506180105944673
"ST315Q06JA",0.506180105944673
"ST315Q07JA",0.494408475573867
"ST315Q08JA",0.51795173631548
"ST315Q09JA",0.494408475573867
"ST315Q10JA",0.494408475573867
"ST303Q01JA",0.482636845203061
"ST303Q02JA",0.506180105944673
"ST303Q03JA",0.470865214832254
"ST303Q04JA",0.494408475573867
"ST303Q05JA",0.482636845203061
"ST303Q06JA",0.506180105944673
"ST303Q07JA",0.51795173631548
"ST303Q08JA",0.51795173631548
"ST305Q01JA",0.494408475573867
"ST305Q02JA",0.51795173631548
"ST305Q03JA",0.506180105944673
"ST305Q04JA",0.506180105944673
"ST305Q05JA",0.529723366686286
"ST305Q06JA",0.482636845203061
"ST305Q07JA",0.506180105944673
"ST305Q08JA",0.51795173631548
"ST305Q09JA",0.494408475573867
"ST305Q10JA",0.506180105944673
"ST345Q01JA",0.541494997057092
"ST345Q02JA",0.553266627427899
"ST345Q03JA",0.529723366686286
"ST345Q04JA",0.51795173631548
"ST345Q05JA",0.541494997057092
"ST345Q06JA",0.529723366686286
"ST345Q07JA",0.506180105944673
"ST345Q08JA",0.529723366686286
"ST345Q09JA",0.529723366686286
"ST345Q10JA",0.51795173631548
"ST313Q01JA",0.541494997057092
"ST313Q02JA",0.541494997057092
"ST313Q03JA",0.541494997057092
"ST313Q04JA",0.541494997057092
"ST313Q05JA",0.541494997057092
"ST313Q06JA",0.565038257798705
"ST313Q07JA",0.506180105944673
"ST313Q08JA",0.529723366686286
"ST313Q09JA",0.541494997057092
"ST313Q10JA",0.565038257798705
"ST263Q02JA",0.506180105944673
"ST263Q04JA",0.506180105944673
"ST263Q06JA",0.506180105944673
"ST263Q08JA",100
"ST016Q01NA",0.506180105944673
"ST059Q01TA",0.529723366686286
"ST059Q02JA",0.529723366686286
"ST296Q01JA",0.553266627427899
"ST296Q02JA",0.553266627427899
"ST296Q03JA",0.553266627427899
"ST296Q04JA",0.553266627427899
"ST272Q01JA",0.600353148911124
"ST273Q01JA",0.64743967039435
"ST273Q02JA",0.64743967039435
"ST273Q03JA",0.64743967039435
"ST273Q04JA",0.64743967039435
"ST273Q05JA",0.64743967039435
"ST273Q06JA",0.635668040023543
"ST273Q07JA",0.635668040023543
"ST270Q01JA",0.670982931135962
"ST270Q02JA",0.670982931135962
"ST270Q03JA",0.670982931135962
"ST270Q04JA",0.670982931135962
"ST285Q01JA",0.718069452619188
"ST285Q02JA",0.729841082989994
"ST285Q03JA",0.7416127133608
"ST285Q04JA",0.7416127133608
"ST285Q05JA",0.7416127133608
"ST285Q06JA",0.753384343731607
"ST285Q07JA",0.729841082989994
"ST285Q08JA",0.7416127133608
"ST285Q09JA",0.7416127133608
"ST283Q01JA",0.729841082989994
"ST283Q02JA",0.753384343731607
"ST283Q03JA",0.765155974102413
"ST283Q04JA",0.729841082989994
"ST283Q05JA",0.7416127133608
"ST283Q06JA",0.753384343731607
"ST283Q07JA",0.765155974102413
"ST283Q08JA",0.765155974102413
"ST283Q09JA",0.7416127133608
"ST275Q01WA",0.77692760447322
"ST275Q02WA",0.77692760447322
"ST275Q03WA",0.753384343731607
"ST275Q04WA",0.7416127133608
